experiment_name,experiment_uuid,task_group_id,task_id,processing_time,experiment_operation,scheduled_time,y_label,end_time
IPSExperiment,iPS_Experiment_0,5,0,10,iPSGetImage,2024-11-23 00:24:00+00:00,IPSExperiment: iPS_Experiment_0,2024-11-23 00:34:00+00:00
IPSExperiment,iPS_Experiment_0,5,1,20,iPSMediumChange,2024-11-23 00:34:00+00:00,IPSExperiment: iPS_Experiment_0,2024-11-23 00:54:00+00:00
IPSExperiment,iPS_Experiment_3,3,1,10,iPSGetImage,2024-11-23 00:54:00+00:00,IPSExperiment: iPS_Experiment_3,2024-11-23 01:04:00+00:00
IPSExperiment,iPS_Experiment_3,3,2,80,iPSPassage,2024-11-23 01:04:00+00:00,IPSExperiment: iPS_Experiment_3,2024-11-23 02:24:00+00:00
HEKExperiment,HEK_Experiment_0,10,0,10,HEKGetImage,2024-11-23 02:24:00+00:00,HEKExperiment: HEK_Experiment_0,2024-11-23 02:34:00+00:00
HEKExperiment,HEK_Experiment_0,10,1,60,HEKPassage,2024-11-23 02:34:00+00:00,HEKExperiment: HEK_Experiment_0,2024-11-23 03:34:00+00:00
HEKExperiment,HEK_Experiment_2,4,0,10,HEKGetImage,2024-11-23 03:34:00+00:00,HEKExperiment: HEK_Experiment_2,2024-11-23 03:44:00+00:00
HEKExperiment,HEK_Experiment_2,4,1,60,HEKPassage,2024-11-23 03:44:00+00:00,HEKExperiment: HEK_Experiment_2,2024-11-23 04:44:00+00:00
IPSExperiment,iPS_Experiment_2,6,0,10,iPSGetImage,2024-11-23 04:44:00+00:00,IPSExperiment: iPS_Experiment_2,2024-11-23 04:54:00+00:00
IPSExperiment,iPS_Experiment_2,6,1,20,iPSMediumChange,2024-11-23 04:54:00+00:00,IPSExperiment: iPS_Experiment_2,2024-11-23 05:14:00+00:00
IPSExperiment,iPS_Experiment_1,7,0,10,iPSGetImage,2024-11-23 05:14:00+00:00,IPSExperiment: iPS_Experiment_1,2024-11-23 05:24:00+00:00
IPSExperiment,iPS_Experiment_1,7,1,20,iPSMediumChange,2024-11-23 05:24:00+00:00,IPSExperiment: iPS_Experiment_1,2024-11-23 05:44:00+00:00
HEKExperiment,HEK_Experiment_4,8,0,10,HEKGetImage,2024-11-23 05:44:00+00:00,HEKExperiment: HEK_Experiment_4,2024-11-23 05:54:00+00:00
HEKExperiment,HEK_Experiment_4,8,1,60,HEKPassage,2024-11-23 05:54:00+00:00,HEKExperiment: HEK_Experiment_4,2024-11-23 06:54:00+00:00
LabwareRefillExperiment,54326bba-120b-4e49-87fc-693a5bb0f8b5,0,6,120,LabwareRefill,2024-11-23 16:00:00+00:00,LabwareRefillExperiment: 54326bba-120b-4e49-87fc-693a5bb0f8b5,2024-11-23 18:00:00+00:00
IPSExperiment,iPS_Experiment_4,9,0,10,iPSGetImage,2024-11-23 19:34:00+00:00,IPSExperiment: iPS_Experiment_4,2024-11-23 19:44:00+00:00
IPSExperiment,iPS_Experiment_4,9,1,20,iPSMediumChange,2024-11-23 19:44:00+00:00,IPSExperiment: iPS_Experiment_4,2024-11-23 20:04:00+00:00
HEKExperiment,HEK_Experiment_1,1,2,10,HEKGetImage,2024-11-23 22:12:00+00:00,HEKExperiment: HEK_Experiment_1,2024-11-23 22:22:00+00:00
HEKExperiment,HEK_Experiment_3,2,2,10,HEKGetImage,2024-11-23 23:33:00+00:00,HEKExperiment: HEK_Experiment_3,2024-11-23 23:43:00+00:00
IPSExperiment,iPS_Experiment_0,5,2,10,iPSGetImage,2024-11-24 00:54:00+00:00,IPSExperiment: iPS_Experiment_0,2024-11-24 01:04:00+00:00
HEKExperiment,HEK_Experiment_0,10,2,10,HEKGetImage,2024-11-24 03:34:00+00:00,HEKExperiment: HEK_Experiment_0,2024-11-24 03:44:00+00:00
