experiment_name,experiment_uuid,task_group_id,task_id,processing_time,experiment_operation,scheduled_time,y_label,end_time
HEKExperiment,HEK_Experiment_0,2,0,10,HEKGetImage,2024-11-20 01:52:00+00:00,HEKExperiment: HEK_Experiment_0,2024-11-20 02:02:00+00:00
IPSExperiment,iPS_Experiment_2,1,0,10,iPSGetImage,2024-11-20 02:02:00+00:00,IPSExperiment: iPS_Experiment_2,2024-11-20 02:12:00+00:00
IPSExperiment,iPS_Experiment_2,1,1,20,iPSMediumChange,2024-11-20 02:12:00+00:00,IPSExperiment: iPS_Experiment_2,2024-11-20 02:32:00+00:00
HEKExperiment,HEK_Experiment_1,3,0,10,HEKGetImage,2024-11-20 02:32:00+00:00,HEKExperiment: HEK_Experiment_1,2024-11-20 02:42:00+00:00
HEKExperiment,HEK_Experiment_3,4,0,10,HEKGetImage,2024-11-20 02:42:00+00:00,HEKExperiment: HEK_Experiment_3,2024-11-20 02:52:00+00:00
HEKExperiment,HEK_Experiment_4,5,0,10,HEKGetImage,2024-11-20 12:46:00+00:00,HEKExperiment: HEK_Experiment_4,2024-11-20 12:56:00+00:00
HEKExperiment,HEK_Experiment_2,6,0,10,HEKGetImage,2024-11-20 12:58:00+00:00,HEKExperiment: HEK_Experiment_2,2024-11-20 13:08:00+00:00
IPSExperiment,iPS_Experiment_3,7,0,10,iPSGetImage,2024-11-20 13:22:00+00:00,IPSExperiment: iPS_Experiment_3,2024-11-20 13:32:00+00:00
IPSExperiment,iPS_Experiment_3,7,1,20,iPSMediumChange,2024-11-20 13:32:00+00:00,IPSExperiment: iPS_Experiment_3,2024-11-20 13:52:00+00:00
IPSExperiment,iPS_Experiment_4,8,0,10,iPSGetImage,2024-11-20 13:52:00+00:00,IPSExperiment: iPS_Experiment_4,2024-11-20 14:02:00+00:00
IPSExperiment,iPS_Experiment_4,8,1,20,iPSMediumChange,2024-11-20 14:02:00+00:00,IPSExperiment: iPS_Experiment_4,2024-11-20 14:22:00+00:00
LabwareRefillExperiment,54326bba-120b-4e49-87fc-693a5bb0f8b5,0,3,120,LabwareRefill,2024-11-20 16:00:00+00:00,LabwareRefillExperiment: 54326bba-120b-4e49-87fc-693a5bb0f8b5,2024-11-20 18:00:00+00:00
IPSExperiment,iPS_Experiment_0,9,0,20,iPSPlateCoating,2024-11-20 18:21:00+00:00,IPSExperiment: iPS_Experiment_0,2024-11-20 18:41:00+00:00
IPSExperiment,iPS_Experiment_0,9,1,10,iPSGetImage,2024-11-20 19:41:00+00:00,IPSExperiment: iPS_Experiment_0,2024-11-20 19:51:00+00:00
IPSExperiment,iPS_Experiment_0,9,2,80,iPSPassage,2024-11-20 19:51:00+00:00,IPSExperiment: iPS_Experiment_0,2024-11-20 21:11:00+00:00
IPSExperiment,iPS_Experiment_1,10,0,10,iPSGetImage,2024-11-21 01:26:00+00:00,IPSExperiment: iPS_Experiment_1,2024-11-21 01:36:00+00:00
IPSExperiment,iPS_Experiment_1,10,1,20,iPSMediumChange,2024-11-21 01:36:00+00:00,IPSExperiment: iPS_Experiment_1,2024-11-21 01:56:00+00:00
LabwareRefillExperiment,54326bba-120b-4e49-87fc-693a5bb0f8b5,0,4,120,LabwareRefill,2024-11-21 16:00:00+00:00,LabwareRefillExperiment: 54326bba-120b-4e49-87fc-693a5bb0f8b5,2024-11-21 18:00:00+00:00
LabwareRefillExperiment,54326bba-120b-4e49-87fc-693a5bb0f8b5,0,5,120,LabwareRefill,2024-11-22 16:00:00+00:00,LabwareRefillExperiment: 54326bba-120b-4e49-87fc-693a5bb0f8b5,2024-11-22 18:00:00+00:00
LabwareRefillExperiment,54326bba-120b-4e49-87fc-693a5bb0f8b5,0,6,120,LabwareRefill,2024-11-23 16:00:00+00:00,LabwareRefillExperiment: 54326bba-120b-4e49-87fc-693a5bb0f8b5,2024-11-23 18:00:00+00:00
LabwareRefillExperiment,54326bba-120b-4e49-87fc-693a5bb0f8b5,0,7,120,LabwareRefill,2024-11-24 16:00:00+00:00,LabwareRefillExperiment: 54326bba-120b-4e49-87fc-693a5bb0f8b5,2024-11-24 18:00:00+00:00
LabwareRefillExperiment,54326bba-120b-4e49-87fc-693a5bb0f8b5,0,8,120,LabwareRefill,2024-11-25 16:00:00+00:00,LabwareRefillExperiment: 54326bba-120b-4e49-87fc-693a5bb0f8b5,2024-11-25 18:00:00+00:00
LabwareRefillExperiment,54326bba-120b-4e49-87fc-693a5bb0f8b5,0,9,120,LabwareRefill,2024-11-26 16:00:00+00:00,LabwareRefillExperiment: 54326bba-120b-4e49-87fc-693a5bb0f8b5,2024-11-26 18:00:00+00:00
