experiment_name,experiment_uuid,task_group_id,task_id,processing_time,experiment_operation,scheduled_time
LabwareRefillExperiment,129bc253-739b-4d1e-a3d8-e3218b59fafe,0,4,120,LabwareRefill,28863780
HEKExperiment,HEK_Experiment_3,1,0,10,HEKGetImage,28864040
HEKExperiment,HEK_Experiment_2,2,0,10,HEKGetImage,28864050
IPSExperiment,iPS_Experiment_0,3,0,10,iPSGetImage,28864060
IPSExperiment,iPS_Experiment_0,3,1,20,iPSMediumChange,28864070
IPSExperiment,iPS_Experiment_1,4,0,10,iPSGetImage,28864311
IPSExperiment,iPS_Experiment_1,4,1,20,iPSMediumChange,28864321
IPSExperiment,iPS_Experiment_2,5,0,10,iPSGetImage,28864359
IPSExperiment,iPS_Experiment_2,5,1,20,iPSMediumChange,28864369
HEKExperiment,HEK_Experiment_1,6,0,10,HEKGetImage,28864450
HEKExperiment,HEK_Experiment_0,7,0,10,HEKGetImage,28864462
HEKExperiment,HEK_Experiment_4,10,0,10,HEKGetImage,28864473
IPSExperiment,iPS_Experiment_3,8,0,10,iPSGetImage,28864534
IPSExperiment,iPS_Experiment_3,8,1,20,iPSMediumChange,28864544
IPSExperiment,iPS_Experiment_4,9,0,10,iPSGetImage,28864693
IPSExperiment,iPS_Experiment_4,9,1,20,iPSMediumChange,28864703
LabwareRefillExperiment,129bc253-739b-4d1e-a3d8-e3218b59fafe,0,5,120,LabwareRefill,28865220
LabwareRefillExperiment,129bc253-739b-4d1e-a3d8-e3218b59fafe,0,6,120,LabwareRefill,28866660
LabwareRefillExperiment,129bc253-739b-4d1e-a3d8-e3218b59fafe,0,7,120,LabwareRefill,28868100
LabwareRefillExperiment,129bc253-739b-4d1e-a3d8-e3218b59fafe,0,8,120,LabwareRefill,28869540
LabwareRefillExperiment,129bc253-739b-4d1e-a3d8-e3218b59fafe,0,9,120,LabwareRefill,28870980
LabwareRefillExperiment,129bc253-739b-4d1e-a3d8-e3218b59fafe,0,10,120,LabwareRefill,28872420
LabwareRefillExperiment,129bc253-739b-4d1e-a3d8-e3218b59fafe,0,11,120,LabwareRefill,28873860
LabwareRefillExperiment,129bc253-739b-4d1e-a3d8-e3218b59fafe,0,12,120,LabwareRefill,28875300
LabwareRefillExperiment,129bc253-739b-4d1e-a3d8-e3218b59fafe,0,13,120,LabwareRefill,28876740
LabwareRefillExperiment,129bc253-739b-4d1e-a3d8-e3218b59fafe,0,14,120,LabwareRefill,28878180
LabwareRefillExperiment,129bc253-739b-4d1e-a3d8-e3218b59fafe,0,15,120,LabwareRefill,28879620
LabwareRefillExperiment,129bc253-739b-4d1e-a3d8-e3218b59fafe,0,16,120,LabwareRefill,28881060
LabwareRefillExperiment,129bc253-739b-4d1e-a3d8-e3218b59fafe,0,17,120,LabwareRefill,28882500
LabwareRefillExperiment,129bc253-739b-4d1e-a3d8-e3218b59fafe,0,18,120,LabwareRefill,28883940
LabwareRefillExperiment,129bc253-739b-4d1e-a3d8-e3218b59fafe,0,19,120,LabwareRefill,28885380
LabwareRefillExperiment,129bc253-739b-4d1e-a3d8-e3218b59fafe,0,20,120,LabwareRefill,28886820
LabwareRefillExperiment,129bc253-739b-4d1e-a3d8-e3218b59fafe,0,21,120,LabwareRefill,28888260
LabwareRefillExperiment,129bc253-739b-4d1e-a3d8-e3218b59fafe,0,22,120,LabwareRefill,28889700
LabwareRefillExperiment,129bc253-739b-4d1e-a3d8-e3218b59fafe,0,23,120,LabwareRefill,28891140
